DBMS,category_label,Multi_model_info,DBMS_insitelink,has_github_repo,has_company,github_repo_link,Score_Sep-2024,Rank_Sep-2024,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,License_info,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial,Time Series,Vector,Wide column,Columnar,Spatial DBMS,Vector DBMS,DBMS_urnform
Redland,RDF,RDF store,https://db-engines.com/en/system/Redland,Y,,dajobe/librdf,0.28,290,dajobe,librdf,,2000,,Y,"Multi License (LGPL, GPLv2, Apache V2)",N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,redland
OpenQM,Multivalue,Multivalue DBMS,https://db-engines.com/en/system/OpenQM,Y,,gregjurman/openqm,0.28,291,gregjurman,openqm,"Rocket Software, originally Martin Phillips",1993,,Y,"GPLv2, extended commercial license available",N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,openqm
Brytlyt,Relational,Relational DBMS,https://db-engines.com/en/system/Brytlyt,N,,-,0.27,292,-,-,Brytlyt,2016,2023,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,brytlyt
PipelineDB,Relational,Relational DBMS,https://db-engines.com/en/system/PipelineDB,Y,,pipelinedb/pipelinedb,0.25,293,pipelinedb,pipelinedb,,2015,,Y,"BSD, GPL V3",N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,pipelinedb
Alibaba Cloud Table Store,Wide column,Wide column store,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,N,,-,0.25,294,-,-,Alibaba,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,alibaba-cloud-table-store
Immudb,Key-value,"Key-value store,Relational DBMS",https://db-engines.com/en/system/Immudb,Y,,codenotary/immudb,0.24,295,codenotary,immudb,Codenotary,2020,2022,Y,Apache Version 2.0,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,immudb
FeatureBase,Relational,Relational DBMS,https://db-engines.com/en/system/FeatureBase,Y_CommunityEdition,,featurebasedb/featurebase,0.23,296,featurebasedb,featurebase,Molecula and Pilosa Open Source Contributors,2017,2022,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,featurebase
Mimer SQL,Relational,Relational DBMS,https://db-engines.com/en/system/Mimer+SQL,N,,-,0.23,297,-,-,,1977,2024,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,mimer-sql
Actian FastObjects,Object Oriented,Object oriented DBMS,https://db-engines.com/en/system/Actian+FastObjects,N,,-,0.23,298,-,-,Actian,,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,actian-fastobjects
MyScale,Relational,"Relational DBMS,Vector DBMS",https://db-engines.com/en/system/MyScale,N,,-,0.23,299,-,-,,2022,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1.0,myscale
Alibaba Cloud TSDB,Time Series,Time Series DBMS,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,N,,-,0.23,300,-,-,Alibaba,,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,alibaba-cloud-tsdb
Manticore Search,Search Engine,"Search engine,Time Series DBMS",https://db-engines.com/en/system/Manticore+Search,Y,,manticoresoftware/manticoresearch,0.23,301,manticoresoftware,manticoresearch,Manticore Software,2017,2023,Y,GPL version 2,N,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,manticore-search
AnzoGraph DB,Graph,"Graph DBMS,RDF store",https://db-engines.com/en/system/AnzoGraph+DB,N,,-,0.22,302,-,-,Cambridge Semantics,2018,2021,N,free trial version available,N,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,anzograph-db
RedStore,RDF,RDF store,https://db-engines.com/en/system/RedStore,Y,,njh/redstore,0.22,303,njh,redstore,,2009,,Y,GPLv3,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,redstore
Fujitsu Enterprise Postgres,Relational,"Relational DBMS,Document store,Spatial DBMS",https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,N,,-,0.22,304,-,-,"PostgreSQL Global Development Group, Fujitsu Australia Software Technology",,2022,N,,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,fujitsu-enterprise-postgres
RDFox,Graph,"Graph DBMS,RDF store,Relational DBMS",https://db-engines.com/en/system/RDFox,N,,-,0.22,305,-,-,Oxford Semantic Technologies,2017,2022,N,,N,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,rdfox
Lovefield,Relational,Relational DBMS,https://db-engines.com/en/system/Lovefield,Y,,google/lovefield,0.22,306,google,lovefield,Google,2014,2017,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,lovefield
FlockDB,Graph,Graph DBMS,https://db-engines.com/en/system/FlockDB,Y_archivedas_twitter-archive/flockdb,Y,twitter-archive/flockdb,0.22,307,twitter-archive,flockdb,Twitter,2010,2012,Y,Apache Version 2,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,flockdb
Axibase,Time Series,Time Series DBMS,https://db-engines.com/en/system/Axibase,N,,-,0.21,308,-,-,Axibase Corporation,2013,1558,N,"Community Edition (single node) is free, Enterprise Edition (distributed) is paid",N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,axibase
YottaDB,Key-value,"Key-value store,Relational DBMS",https://db-engines.com/en/system/YottaDB,Y,,YottaDB/YDB,0.21,309,YottaDB,YDB,"YottaDB, LLC",2001,,Y,AGPL 3.0,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,,yottadb
Speedb,Key-value,Key-value store,https://db-engines.com/en/system/Speedb,Y,,speedb-io/speedb,0.2,310,speedb-io,speedb,Speedb,2020,,Y,Apache Version 2.0; commercial license available,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,speedb
TerminusDB,Graph,"Graph DBMS,Document store,RDF store",https://db-engines.com/en/system/TerminusDB,Y,,terminusdb/terminusdb,0.19,311,terminusdb,terminusdb,DataChemist Ltd.,2018,2023,Y,GPL V3,N,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,terminusdb
Tibco ComputeDB,Relational,Relational DBMS,https://db-engines.com/en/system/Tibco+ComputeDB,Y_NotGitHub-release_community.tibco.com/s/article/TIBCO-Graph-Database-Releases,Y,-,0.19,312,-,-,Tibco,2015,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,tibco-computedb
Valentina Server,Relational,Relational DBMS,https://db-engines.com/en/system/Valentina+Server,N,,-,0.18,313,-,-,Paradigma Software,1999,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,valentina-server
Faircom DB,Key-value,"Key-value store,Relational DBMS",https://db-engines.com/en/system/Faircom+DB,N,,-,0.18,314,-,-,FairCom Corporation,1979,2024,N,"Restricted, free version available",N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,faircom-db
IBM Db2 Event Store,Event,"Event Store,Time Series DBMS",https://db-engines.com/en/system/IBM+Db2+Event+Store,N,,-,0.18,315,-,-,IBM,2017,,N,free developer edition available,N,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,ibm-db2-event-store
HyperGraphDB,Graph,Graph DBMS,https://db-engines.com/en/system/HyperGraphDB,Y,,hypergraphdb/hypergraphdb,0.18,316,hypergraphdb,hypergraphdb,,2007,,Y,L-GPL,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,hypergraphdb
TransLattice,Relational,Relational DBMS,https://db-engines.com/en/system/TransLattice,N,,-,0.17,317,-,-,,2007,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,translattice
Riak TS,Time Series,Time Series DBMS,https://db-engines.com/en/system/Riak+TS,N,,-,0.17,318,-,-,"Open Source, formerly Basho Technologies",2015,2022,Y,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,riak-ts
NEventStore,Event,Event Store,https://db-engines.com/en/system/NEventStore,Y,,NEventStore/NEventStore,0.17,319,NEventStore,NEventStore,,2011,,Y,MIT-License,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neventstore
AgensGraph,Graph,"Graph DBMS,Relational DBMS",https://db-engines.com/en/system/AgensGraph,Y,Y,bitnine-oss/agensgraph,0.17,320,bitnine-oss,agensgraph,Bitnine Global Inc.,2016,2018,Y,Apache License 2.0,N,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,agensgraph
Apache HugeGraph,Graph,Graph DBMS,https://db-engines.com/en/system/Apache+HugeGraph,,,,0.17,321,,,Baidu,2018,,Y,Apache Version 2.0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,apache-hugegraph
Skytable,Key-value,Key-value store,https://db-engines.com/en/system/Skytable,Y,Y,skytable/skytable,0.16,322,skytable,skytable,"Skytable, Inc.",2020,,Y,GNU AGPL 3.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,skytable
YTsaurus,Document,"Document store,Key-value store",https://db-engines.com/en/system/YTsaurus,Y,,ytsaurus/ytsaurus,0.15,323,ytsaurus,ytsaurus,Yandex,2023,,Y,"Apache License, Version 2.0",N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ytsaurus
Jade,Object Oriented,Object oriented DBMS,https://db-engines.com/en/system/Jade,N,,-,0.15,324,-,-,,1996,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,jade
EsgynDB,Relational,Relational DBMS,https://db-engines.com/en/system/EsgynDB,N,,-,0.15,325,-,-,Esgyn,2015,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,esgyndb
ElevateDB,Relational,Relational DBMS,https://db-engines.com/en/system/ElevateDB,N,,-,0.14,326,-,-,"Elevate Software, Inc.",2006,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,elevatedb
XtremeData,Relational,Relational DBMS,https://db-engines.com/en/system/XtremeData,N,,-,0.14,327,-,-,,,,N,limited edition free,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,xtremedata
Badger,Key-value,Key-value store,https://db-engines.com/en/system/Badger,Y,,dgraph-io/badger,0.14,328,dgraph-io,badger,DGraph Labs,2017,,Y,Apache 2.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,badger
BigObject,Relational,Relational DBMS,https://db-engines.com/en/system/BigObject,N,,-,0.13,329,-,-,"BigObject, Inc.",2015,,N,free community edition available,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,bigobject
XTDB,Document,Document store,https://db-engines.com/en/system/XTDB,Y,,xtdb/xtdb,0.13,330,xtdb,xtdb,Juxt Ltd.,2019,2021,Y,MIT License,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,xtdb
EJDB,Document,Document store,https://db-engines.com/en/system/EJDB,Y,,Softmotions/ejdb,0.13,331,Softmotions,ejdb,Softmotions,2012,,Y,GPLv2,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ejdb
Quasardb,Time Series,Time Series DBMS,https://db-engines.com/en/system/Quasardb,N,,-,0.13,332,-,-,quasardb,2009,2024,N,"Free community edition, Non-profit organizations and non-commercial usage are eligible for free licenses",N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,quasardb
Tokyo Tyrant,Key-value,Key-value store,https://db-engines.com/en/system/Tokyo+Tyrant,Y,,hthetiot/Tokyo-Tyrant,0.13,333,hthetiot,Tokyo-Tyrant,Mikio  Hirabayashi,2007,,Y,GPL,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,tokyo-tyrant
Actian PSQL,Relational,Relational DBMS,https://db-engines.com/en/system/Actian+PSQL,N,,-,0.13,334,-,-,,1982,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,actian-psql
Heroic,Time Series,Time Series DBMS,https://db-engines.com/en/system/Heroic,Y_archivedas_spotify/heroic,N,spotify/heroic,0.13,335,spotify,heroic,Spotify,2014,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,heroic
GraphBase,Graph,Graph DBMS,https://db-engines.com/en/system/GraphBase,N,,-,0.12,336,-,-,,,,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,graphbase
CubicWeb,RDF,RDF store,https://db-engines.com/en/system/CubicWeb,Y_NotGithub-gitlabsite_forge.extranet.logilab.fr/cubicweb/cubicweb,N,-,0.11,337,-,-,Logilab,2001,2021,Y,L-GPL,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,cubicweb
Ultipa,Graph,Graph DBMS,https://db-engines.com/en/system/Ultipa,N,,-,0.11,338,-,-,Ultipa,2019,,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ultipa
OpenMLDB,Time Series,"Time Series DBMS,Relational DBMS",https://db-engines.com/en/system/OpenMLDB,,,,0.11,339,,,4 Paradigm Inc.,2020,2024,Y,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,openmldb
Sparksee,Graph,Graph DBMS,https://db-engines.com/en/system/Sparksee,N,,-,0.1,340,-,-,,2008,2021,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,sparksee
Kyoto Tycoon,Key-value,Key-value store,https://db-engines.com/en/system/Kyoto+Tycoon,Y,,AlticeLabsProjects/kyoto,0.09,341,AlticeLabsProjects,kyoto,,2009,,Y,GPL,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,kyoto-tycoon
AntDB,Relational,Relational DBMS,https://db-engines.com/en/system/AntDB,Y,,ADBSQL/AntDB,0.09,342,ADBSQL,AntDB,AsiaInfo Technologies Limited,,,N,"community version available at,github.com/ADBSQL/AntDB",N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,antdb
GreptimeDB,Time Series,Time Series DBMS,https://db-engines.com/en/system/GreptimeDB,Y,,GreptimeTeam/greptimedb,0.09,343,GreptimeTeam,GreptimeTeam/greptimedb,Greptime Inc.,2022,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,greptimedb
Mulgara,RDF,RDF store,https://db-engines.com/en/system/Mulgara,Y,,quoll/mulgara,0.09,344,quoll,mulgara,,2006,2012,Y,Apache Version 2,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,mulgara
TinkerGraph,Graph,Graph DBMS,https://db-engines.com/en/system/TinkerGraph,Y,,apache/tinkerpop,0.08,345,apache,tinkerpop,,2009,,Y,Apache 2.0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,tinkergraph
Bangdb,Document,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS",https://db-engines.com/en/system/Bangdb,Y,,sachin-sinha/BangDB,0.07,346,sachin-sinha,BangDB,"Sachin Sinha, BangDB",2012,2021,Y,BSD 3,N,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0.0,bangdb
SiteWhere,Time Series,Time Series DBMS,https://db-engines.com/en/system/SiteWhere,Y,,sitewhere/sitewhere,0.07,347,sitewhere,sitewhere,SiteWhere,2010,,Y,Common Public Attribution License Version 1.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,sitewhere
Machbase Neo,Time Series,Time Series DBMS,https://db-engines.com/en/system/Machbase+Neo,Y,,machbase/neo-server,0.07,348,machbase,neo-server,Machbase,2013,2023,N,free test version available,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,machbase-neo
Exorbyte,Search Engine,Search engine,https://db-engines.com/en/system/Exorbyte,N,,-,0.07,349,-,-,,2000,,N,,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,exorbyte
RaptorDB,Document,Document store,https://db-engines.com/en/system/RaptorDB,Y,,mgholam/RaptorDB-Document,0.06,350,mgholam,RaptorDB-Document,,,,Y,Apache Version 2,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,raptordb
Warp 10,Time Series,Time Series DBMS,https://db-engines.com/en/system/Warp+10,Y,,senx/warp10-platform,0.06,351,senx,warp10-platform,SenX,2015,,Y,Apache License 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,warp-10
Blueflood,Time Series,Time Series DBMS,https://db-engines.com/en/system/Blueflood,Y,,rackerlabs/blueflood,0.06,352,rackerlabs,blueflood,Rackspace,2013,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,blueflood
ScaleOut StateServer,Key-value,Key-value store,https://db-engines.com/en/system/ScaleOut+StateServer,N,,-,0.06,353,-,-,,2005,,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,scaleout-stateserver
SenseiDB,Document,Document store,https://db-engines.com/en/system/SenseiDB,Y_archivedas_LinkedInAttic/sensei,N,LinkedInAttic/sensei,0.05,354,LinkedInAttic,sensei,,2010,,Y,Apache Version 2,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,senseidb
Transbase,Relational,Relational DBMS,https://db-engines.com/en/system/Transbase,N,,-,0.05,355,-,-,Transaction Software GmbH,1987,2022,N,free development license,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,transbase
FalkorDB,Graph,Graph DBMS,https://db-engines.com/en/system/FalkorDB,,,,0.05,356,,,FalkorDB Ltd,2023,,open source (ssplv1),,no (falkordb is available as falkor cloud),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,falkordb
OushuDB,Relational,Relational DBMS,https://db-engines.com/en/system/OushuDB,N,,-,0.05,357,-,-,Oushu,,2020,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,oushudb
chDB,Relational,"Relational DBMS,Time Series DBMS",https://db-engines.com/en/system/chDB,,,,0.05,358,,,,2023,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,chdb
Tigris,Document,"Document store,Key-value store,Search engine,Time Series DBMS",https://db-engines.com/en/system/Tigris,Y,,tigrisdata/tigris,0.05,359,tigrisdata,tigris,"Tigris Data, Inc.",2022,,Y,Apache Version 2.0,N,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,tigris
Elliptics,Key-value,Key-value store,https://db-engines.com/en/system/Elliptics,Y,,reverbrain/elliptics,0.04,360,reverbrain,elliptics,,2009,,Y,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,elliptics
Transwarp ArgoDB,Relational,"Relational DBMS,Search engine",https://db-engines.com/en/system/Transwarp+ArgoDB,N,,-,0.04,361,-,-,Transwarp,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,transwarp-argodb
Transwarp KunDB,Relational,Relational DBMS,https://db-engines.com/en/system/Transwarp+KunDB,N,,-,0.04,362,-,-,Transwarp,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,transwarp-kundb
NosDB,Document,Document store,https://db-engines.com/en/system/NosDB,Y,,Alachisoft/NosDB,0.04,363,Alachisoft,NosDB,Alachisoft,2016,,Y,Professional and Enterprise Versions available,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,nosdb
WakandaDB,Object Oriented,Object oriented DBMS,https://db-engines.com/en/system/WakandaDB,N_commercial,Y,-,0.03,364,-,-,Wakanda SAS,2012,2019,Y,"AGPLv3, extended commercial license available",N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,wakandadb
JethroData,Relational,Relational DBMS,https://db-engines.com/en/system/JethroData,N,,-,0.03,365,-,-,JethroData,2013,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,jethrodata
STSdb,Key-value,Key-value store,https://db-engines.com/en/system/STSdb,Y,,STSSoft/STSdb4,0.03,365,STSSoft,STSdb4,STS Soft SC,2011,2015,Y,"GPLv2, commercial license available",N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,stsdb
gStore,Graph,"Graph DBMS,RDF store",https://db-engines.com/en/system/gStore,Y,,pkumod/gStore,0.03,367,pkumod,gStore,,2016,2023,Y,BSD,N,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,gstore
Linter,Relational,"Relational DBMS,Spatial DBMS",https://db-engines.com/en/system/Linter,N,,-,0.03,368,-,-,relex.ru,1990,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,linter
DataFS,Object Oriented,"Object oriented DBMS,Graph DBMS",https://db-engines.com/en/system/DataFS,N,,-,0.02,369,-,-,Mobiland AG,2018,2022,N,,N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,datafs
Faircom EDGE,Key-value,"Key-value store,Relational DBMS",https://db-engines.com/en/system/Faircom+EDGE,N,,-,0.02,370,-,-,FairCom Corporation,1979,2020,N,"Restricted, free version available",N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,faircom-edge
Dydra,RDF,RDF store,https://db-engines.com/en/system/Dydra,Y_UnlicenseLicense,,dydra/dydra,0.02,371,dydra,dydra,,2010,,N,,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,dydra
SmallSQL,Relational,Relational DBMS,https://db-engines.com/en/system/SmallSQL,Y,,CptTZ/SmallSQL,0.02,372,CptTZ,SmallSQL,,2005,,Y,L-GPL,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,smallsql
SparkleDB,RDF,RDF store,https://db-engines.com/en/system/SparkleDB,N,,-,0.02,373,-,-,,2012,,N,,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,sparkledb
ArcadeDB,Document,"Document store,Graph DBMS,Key-value store,Time Series DBMS",https://db-engines.com/en/system/ArcadeDB,Y,,ArcadeData/arcadedb,0.02,374,ArcadeData,arcadedb,Arcade Data,2021,2021,Y,Apache Version 2.0,N,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,arcadedb
Acebase,Document,Document store,https://db-engines.com/en/system/Acebase,Y,,appy-one/acebase,0.01,375,appy-one,acebase,,2018,,Y,MIT License,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,acebase
Resin Cache,Key-value,Key-value store,https://db-engines.com/en/system/Resin+Cache,Y,,dlitz/resin,0.01,376,dlitz,resin,,1998,2021,Y,"GPLv3, extended commercial license available",N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,resin-cache
Hawkular Metrics,Time Series,Time Series DBMS,https://db-engines.com/en/system/Hawkular+Metrics,Y,,hawkular/hawkular-metrics,0.01,377,hawkular,hawkular-metrics,Community supported by Red Hat,2014,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,hawkular-metrics
SWC-DB,Wide column,"Wide column store,Time Series DBMS",https://db-engines.com/en/system/SWC-DB,Y,,kashirin-alex/swc-db,0.01,378,kashirin-alex,swc-db,Alex Kashirin,2020,2021,Y,GPL V3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,swc-db
Eloquera,Object Oriented,Object oriented DBMS,https://db-engines.com/en/system/Eloquera,N,,-,0.01,379,-,-,,2008,2014,N,free licenses,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,eloquera
Kuzu,Graph,Graph DBMS,https://db-engines.com/en/system/Kuzu,,,,0.01,380,,,,2022,2024,Y,MIT license,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,kuzu
Siaqodb,Object Oriented,Object oriented DBMS,https://db-engines.com/en/system/Siaqodb,Y_Nonlicense,,morecraf/Siaqodb,0.0,381,morecraf,Siaqodb,,,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,siaqodb
LedisDB,Key-value,Key-value store,https://db-engines.com/en/system/LedisDB,Y,,ledisdb/ledisdb,0.0,382,ledisdb,ledisdb,,2014,,Y,MIT-License,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ledisdb
InfinityDB,Key-value,Key-value store,https://db-engines.com/en/system/InfinityDB,N,,-,0.0,383,-,-,Boiler Bay Inc.,2002,,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,infinitydb
SwayDB,Key-value,Key-value store,https://db-engines.com/en/system/SwayDB,Y,,simerplaha/SwayDB,0.0,384,simerplaha,SwayDB,Simer Plaha,2018,,Y,GNU Affero GPL V3.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,swaydb
ActorDB,Relational,Relational DBMS,https://db-engines.com/en/system/ActorDB,Y,,biokoda/actordb,0.0,385,biokoda,actordb,,2014,,Y,Mozilla Public License 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,actordb
BergDB,Key-value,Key-value store,https://db-engines.com/en/system/BergDB,Y,,bergdb/bergdb,0.0,385,bergdb,bergdb,,2013,,Y,Gnu Affero General Public License (AGPL),N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,bergdb
BrightstarDB,RDF,RDF store,https://db-engines.com/en/system/BrightstarDB,Y,,BrightstarDB/BrightstarDB,0.0,385,BrightstarDB,BrightstarDB,,2012,,Y,,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,brightstardb
Cachelot.io,Key-value,Key-value store,https://db-engines.com/en/system/Cachelot.io,Y,,cachelot/cachelot,0.0,385,cachelot,cachelot,,2015,,Y,Simplified BSD License,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,cachelotio
CortexDB,Document,"Document store,Key-value store",https://db-engines.com/en/system/CortexDB,N,,-,0.0,385,-,-,,2014,,N,,N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,cortexdb
